                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    4550                                      506                  3.7180000000000000E+000                  2.0000000000000000E-002                  1.1362111319367330E+008                  5.3871559851484944E+003                  1.2306910098843204E+004                  2.1808072952109151E+002                  3.2528903630603536E+000                 -4.1652930280173948E+000                  2.3347374265528348E-001                  1.6531658667369327E-008                  7.4695280602783765E-001                  1.2924005756428892E-004                  1.3503597359647660E-002                  2.4705671306555128E-003                  2.5129237964811196E-003                  3.7179892224592392E+000                  0.0000000000000000E+000                  2.3857145917713614E+000                  2.4528375961165001E-004                  1.2571972113255974E+000                  8.6254213776407410E-003                  1.6791047589030134E-002                  3.6514131611897059E-002                  9.3430235921892844E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7179892221142086E+000                  3.2443041344179111E+000                  3.7179892193950317E+000                  3.2325653632903859E+000                  3.0463769945531199E+004                  4.5741360189866601E+005                  1.7048682983700567E+008                  2.1618666902689313E+002                  2.1618666902689304E+002                  2.7280583401456361E-033                  1.4745162958327947E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.5856721315149835E+015                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20231013" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 3.7179892224592392E+000                  3.2528903630603536E+000                  2.1808072952109151E+002                  7.5465229502679722E+002                 -9.3351753611660460E+000                  4.0944729404374653E+000                  1.3135038438629904E+013                  3.7908753791860114E+001                  8.0224662613873684E+008                  1.3627316770694651E+000                  2.4372123315528441E-001                  6.8355139756085803E-001                  6.9177020902592024E-001                  8.5000496627253708E-001                  6.9444855228263680E+002                  6.0203742744160444E+001                  1.3520922633871446E-001                  1.3520922633871446E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.5766239933291715E+000                  6.7775115957018330E-029                  6.7775115957018342E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7114531256373458E-030                  0.0000000000000000E+000                  2.3315473842038672E-004                  6.9999999999998652E-001                  2.9797635264631449E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276045E-003                  1.1203876416666529E-002                  2.5129237964844927E-003                  9.5710644087274575E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7369678569564979E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 3.7179892224555213E+000                  3.2525333610943976E+000                  2.1808072952109151E+002                  8.3617018351838851E+002                 -9.2955967079309687E+000                  4.1006880581856562E+000                  1.3177009301687367E+013                  3.7805298047799411E+001                  7.6859435622847152E+008                  1.3728106035160428E+000                  2.4877894197735759E-001                  6.8288001003147836E-001                  6.9320850135665057E-001                  8.5000496627253708E-001                  7.7241962965048049E+002                  6.3750553867907975E+001                  1.4182900618532615E-001                  1.4182900618532615E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8041379951085474E+000                  7.4242017381994515E-029                  7.4242017381994526E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9701719759757021E-030                  0.0000000000000000E+000                  3.0444837922099783E-004                  6.9999999999998652E-001                  2.9797635264631453E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276045E-003                  1.1203876416666527E-002                  2.5129237964844927E-003                  9.5710644087274586E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7297934675293437E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 3.7179892224537605E+000                  3.2523789771905700E+000                  2.1808072952109151E+002                  8.8858063184796345E+002                 -9.2724657616907322E+000                  4.1045820632923666E+000                  1.3205240454551689E+013                  3.7748268181896570E+001                  7.5120176947480404E+008                  1.3780881393327329E+000                  2.5150315334099199E-001                  6.8246663308551392E-001                  6.9409549678905391E-001                  8.5000496627253708E-001                  8.2250216122839743E+002                  6.6078470619566033E+001                  1.4753252806264897E-001                  1.4753252806264897E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9128404075665610E+000                  7.8303508345713425E-029                  7.8303508345713425E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1326584905736742E-030                  0.0000000000000000E+000                  3.4026928219872845E-004                  6.9999999999998652E-001                  2.9797635264631453E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276045E-003                  1.1203876416666527E-002                  2.5129237964844927E-003                  9.5710644087274586E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7256844423456638E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 3.7179892224519997E+000                  3.2522325872498112E+000                  2.1808072952109151E+002                  9.6721045993589610E+002                 -9.2405778905306697E+000                  4.1102621576047431E+000                  1.3248556673664771E+013                  3.7673553714757226E+001                  7.3012389600161493E+008                  1.3842386567566098E+000                  2.5483361463154758E-001                  6.8187726558143569E-001                  6.9536199305714241E-001                  8.5000496627253708E-001                  8.9758303079686561E+002                  6.9627429139030539E+001                  1.5249201461257042E-001                  1.5249201461257042E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0031080536162715E+001                  8.4269383716235298E-029                  8.4269383716235309E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3713329833009568E-030                  0.0000000000000000E+000                  3.8289438820082565E-004                  6.9999999999998652E-001                  2.9797635264631453E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276045E-003                  1.1203876416666527E-002                  2.5129237964844927E-003                  9.5710644087274586E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7201215282371898E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 3.7179892224484776E+000                  3.2519604993413385E+000                  2.1808072952109151E+002                  1.0458666068067353E+003                 -9.2114215695903443E+000                  4.1156650220949018E+000                  1.3291208918188891E+013                  3.7607744504167663E+001                  7.1489868801994812E+008                  1.3879397757227274E+000                  2.5703624443566664E-001                  6.8133721276504133E-001                  6.9652442251014335E-001                  8.5000496627253708E-001                  9.7268670575504893E+002                  7.3179901051686429E+001                  1.6093562339016879E-001                  1.6093562339016879E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0114516753364367E+001                  9.0121170999386949E-029                  9.0121170999386938E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6054431975798898E-030                  0.0000000000000000E+000                  4.1536777415043260E-004                  6.9999999999998652E-001                  2.9797635264631449E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276045E-003                  1.1203876416666527E-002                  2.5129237964844927E-003                  9.5710644087274586E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7151070961792438E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 3.7179892224467168E+000                  3.2518332732300239E+000                  2.1808072952109151E+002                  1.0983122448732138E+003                 -9.1933397693728871E+000                  4.1191600049422616E+000                  1.3319945134671514E+013                  3.7568668128655375E+001                  7.0777837856652677E+008                  1.3890596476905119E+000                  2.5786277328874274E-001                  6.8099639933588030E-001                  6.9725521655793044E-001                  8.5000496627253708E-001                  1.0227383597155982E+003                  7.5573885157615479E+001                  1.6450535228681523E-001                  1.6450535228681523E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0148512729962874E+001                  9.3952656530447248E-029                  9.3952656530447248E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7587279728597108E-030                  0.0000000000000000E+000                  4.3227081567456653E-004                  6.9999999999998652E-001                  2.9797635264631449E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276045E-003                  1.1203876416666527E-002                  2.5129237964844927E-003                  9.5710644087274586E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7120443388675501E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 3.7179892224449560E+000                  3.2517112260514156E+000                  2.1808072952109151E+002                  1.1769925133585009E+003                 -9.1678536610904757E+000                  4.1242424838216056E+000                  1.3366963901879773E+013                  3.7506576211417539E+001                  7.0176543032189250E+008                  1.3876633317265443E+000                  2.5771338869031363E-001                  6.8074851477213638E-001                  6.9758315374954993E-001                  8.5000496627253708E-001                  1.0977968018686961E+003                  7.9195711489804907E+001                  1.6758799336666663E-001                  1.6758799336666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0174486576849844E+001                  9.9631301980959472E-029                  9.9631301980959472E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9859113681039867E-030                  0.0000000000000000E+000                  4.5840956695699227E-004                  6.9999999999998652E-001                  2.9797635264631449E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276045E-003                  1.1203876416666527E-002                  2.5129237964844932E-003                  9.5710644087274575E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7077736070192298E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 3.7179892224414344E+000                  3.2514810189701882E+000                  2.1808072952109151E+002                  1.2918008772209812E+003                 -9.1335883010192784E+000                  4.1312438770255779E+000                  1.3440212628275424E+013                  3.7409100269756905E+001                  7.0150543550620830E+008                  1.3789967301628518E+000                  2.5437127871819859E-001                  6.8089432039758169E-001                  6.9615866741810084E-001                  8.5000496627253708E-001                  1.2073299546138603E+003                  8.4470922607120841E+001                  1.7275595992129736E-001                  1.7275595992129736E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0179194098425301E+001                  1.0781074488836463E-028                  1.0781074488836463E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3131432101172197E-030                  0.0000000000000000E+000                  4.5332650741336284E-004                  6.9999999999998652E-001                  2.9797635264631449E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276045E-003                  1.1203876416666527E-002                  2.5129237964844932E-003                  9.5710644087274575E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7021657755729713E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 3.7179892224372497E+000                  3.2512282131702288E+000                  2.1808072952109148E+002                  1.4165196506854174E+003                 -9.1001607888747085E+000                  4.1383467289554572E+000                  1.3509745797271418E+013                  3.7334592191452174E+001                  7.0890132964272082E+008                  1.3679182565414230E+000                  2.4949042403665406E-001                  6.8055685433628355E-001                  6.9719913765582719E-001                  8.5000496627253708E-001                  1.3263379034419966E+003                  9.0181747243420787E+001                  1.7757302954967882E-001                  1.7757302954967882E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0146129668001054E+001                  1.1643685120036077E-028                  1.1643685120036077E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6582445440138384E-030                  0.0000000000000000E+000                  4.1858988290710000E-004                  6.9999999999998652E-001                  2.9797635264631449E-005                  2.7997020236474879E-001                  4.1193902129486445E-003                  1.2067031330276045E-003                  1.1203876416666527E-002                  2.5129237964844932E-003                  9.5710644087274575E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6966544855513479E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
